UNITID,InstitutionName,State-Country,Region,SECTOR,Level,HighestDegreeOffered,UnderGradOfferings,GradOfferings,DegreeOffered,DegreeGrantingYN,HBCU,TRIBAL,DegreeOfUrban,InstCatOfProg,Degrees-Majors,MajorFields,InstSize,UNITID,"Level of Student","Grand Total","Grand Total Men","Grand Total Women",MyUnknownColumn,UNITID,"Grand Total","Grand Total Men","Grand Total Women"
121691,"University of Redlands",6,8,2,1,9,1,1,11,1,2,2,13,2,18,18,2,121691,2,3320,1424,1896,413,121691,1629,672,957
121691,"University of Redlands",6,8,2,1,9,1,1,11,1,2,2,13,2,18,18,2,121691,4,2432,973,1459,413,121691,1629,672,957
121707,"College of the Redwoods",6,8,4,2,4,1,2,40,1,2,2,41,4,7,3,2,121707,1,6345,2860,3485,414,121707,601,232,369
121707,"College of the Redwoods",6,8,4,2,4,1,2,40,1,2,2,41,4,7,3,2,121707,2,6345,2860,3485,414,121707,601,232,369
121859,"Salon Success Academy-Upland",6,8,9,3,2,1,2,0,2,2,2,21,6,-2,-2,1,121859,1,304,41,263,415,121859,159,19,140
121859,"Salon Success Academy-Upland",6,8,9,3,2,1,2,0,2,2,2,21,6,-2,-2,1,121859,2,304,41,263,415,121859,159,19,140
121868,"Salon Success Academy-Corona",6,8,9,3,2,1,2,0,2,2,2,12,6,-2,-2,1,121868,1,195,3,192,416,121868,110,2,108
121868,"Salon Success Academy-Corona",6,8,9,3,2,1,2,0,2,2,2,12,6,-2,-2,1,121868,2,195,3,192,416,121868,110,2,108
121886,"Rio Hondo College",6,8,1,1,5,1,2,30,1,2,2,21,3,14,4,4,121886,1,30796,17892,12904,417,121886,1631,710,921
121886,"Rio Hondo College",6,8,1,1,5,1,2,30,1,2,2,21,3,14,4,4,121886,2,30796,17892,12904,417,121886,1631,710,921
121901,"Riverside City College",6,8,4,2,3,1,2,40,1,2,2,11,4,1,7,5,121901,1,30458,12686,17772,418,121901,3169,1180,1989
121901,"Riverside City College",6,8,4,2,3,1,2,40,1,2,2,11,4,1,7,5,121901,2,30458,12686,17772,418,121901,3169,1180,1989
121992,"Rosemead Beauty School",6,8,9,3,2,1,2,0,2,2,2,21,6,-2,-2,1,121992,1,547,43,504,419,121992,347,23,324
121992,"Rosemead Beauty School",6,8,9,3,2,1,2,0,2,2,2,21,6,-2,-2,1,121992,2,547,43,504,419,121992,347,23,324
122117,"Dongguk University-Los Angeles",6,8,2,1,9,2,1,13,1,2,2,11,1,26,26,1,122117,1,171,73,98,420,122117,20,7,13
122117,"Dongguk University-Los Angeles",6,8,2,1,9,2,1,13,1,2,2,11,1,26,26,1,122117,2,20,8,12,420,122117,20,7,13
122117,"Dongguk University-Los Angeles",6,8,2,1,9,2,1,13,1,2,2,11,1,26,26,1,122117,4,151,65,86,420,122117,20,7,13
122180,"Sacramento City College",6,8,4,2,4,1,2,40,1,2,2,11,4,4,7,5,122180,1,31490,12807,18683,421,122180,1710,685,1025
122180,"Sacramento City College",6,8,4,2,4,1,2,40,1,2,2,11,4,4,7,5,122180,2,31490,12807,18683,421,122180,1710,685,1025
122205,"Saddleback College",6,8,4,2,4,1,2,40,1,2,2,21,4,2,5,4,122205,1,31495,13442,18053,422,122205,3629,1454,2175
122205,"Saddleback College",6,8,4,2,4,1,2,40,1,2,2,21,4,2,5,4,122205,2,31495,13442,18053,422,122205,3629,1454,2175
122296,"Samuel Merritt University",6,8,2,1,9,1,1,13,1,2,2,11,2,26,26,2,122296,1,2495,610,1885,423,122296,933,217,716
122296,"Samuel Merritt University",6,8,2,1,9,1,1,13,1,2,2,11,2,26,26,2,122296,2,1100,231,869,423,122296,933,217,716
122296,"Samuel Merritt University",6,8,2,1,9,1,1,13,1,2,2,11,2,26,26,2,122296,4,1395,379,1016,423,122296,933,217,716
122339,"San Diego City College",6,8,4,2,3,1,2,40,1,2,2,11,4,2,7,4,122339,1,24195,10759,13436,424,122339,1380,578,802
122339,"San Diego City College",6,8,4,2,3,1,2,40,1,2,2,11,4,2,7,4,122339,2,24195,10759,13436,424,122339,1380,578,802
122375,"San Diego Mesa College",6,8,1,1,5,1,2,30,1,2,2,11,3,14,7,5,122375,1,35100,15853,19247,425,122375,1726,728,998
122375,"San Diego Mesa College",6,8,1,1,5,1,2,30,1,2,2,11,3,14,7,5,122375,2,35100,15853,19247,425,122375,1726,728,998
122384,"San Diego Miramar College",6,8,4,2,4,1,2,40,1,2,2,11,4,5,7,4,122384,1,26785,13960,12825,426,122384,1579,835,744
122384,"San Diego Miramar College",6,8,4,2,4,1,2,40,1,2,2,11,4,5,7,4,122384,2,26785,13960,12825,426,122384,1579,835,744
122409,"San Diego State University",6,8,1,1,9,1,1,11,1,2,2,11,2,16,16,5,122409,1,37838,16774,21064,427,122409,9622,4083,5539
122409,"San Diego State University",6,8,1,1,9,1,1,11,1,2,2,11,2,16,16,5,122409,2,32543,14754,17789,427,122409,9622,4083,5539
122409,"San Diego State University",6,8,1,1,9,1,1,11,1,2,2,11,2,16,16,5,122409,4,5295,2020,3275,427,122409,9622,4083,5539
122436,"University of San Diego",6,8,2,1,9,1,1,11,1,2,2,11,2,16,17,3,122436,1,10126,4394,5732,428,122436,2811,1200,1611
122436,"University of San Diego",6,8,2,1,9,1,1,11,1,2,2,11,2,16,17,3,122436,2,6279,2855,3424,428,122436,2811,1200,1611
